APID,Vendor,InvoiceDate,DueDate,Amount,Currency,Status,PaidDate,Terms,Amount_GBP
AP10800,Apex Consulting,2024-07-12,2024-08-11,11572.51,EUR,Paid,2024-08-07,Net 30,9836.63
AP10801,Apex Consulting,2024-10-27,2024-11-26,7281.36,EUR,Open,,Net 30,6189.16
AP10802,Green Energy Co,2024-11-20,2024-12-20,3383.7,USD,Paid,2024-12-08,Net 30,2673.12
AP10803,Nexus Logistics,2024-09-21,2024-10-21,10542.2,EUR,Open,,Net 30,8960.87
AP10804,TechFlow Solutions,2024-02-17,2024-03-18,11256.94,EUR,Open,,Net 30,9568.4
AP10805,Starlight Media,2024-04-01,2024-05-01,5367.72,CAD,Paid,2024-04-11,Net 30,3113.28
AP10806,Global Office,2024-09-12,2024-10-12,3599.43,USD,Paid,2024-09-23,Net 30,2843.55
AP10807,Global Office,2024-04-13,2024-05-13,12561.39,EUR,Open,,Net 30,10677.18
AP10808,Fast Travel,2024-03-02,2024-04-01,10169.6,AUD,Partial,,Net 30,5288.19
AP10809,BluePrints,2024-10-04,2024-11-03,12735.36,EUR,Partial,,Net 30,10825.06
AP10810,Nexus Logistics,2024-09-09,2024-10-09,13226.71,CAD,Paid,2024-09-29,Net 30,7671.49
AP10811,ABC Supplies,2024-09-18,2024-10-18,3409.18,CAD,Open,,Net 30,1977.32
AP10812,BluePrints,2024-09-26,2024-10-26,7226.97,CAD,Open,,Net 30,4191.64
AP10813,Starlight Media,2024-06-26,2024-07-26,10326.45,USD,Paid,2024-07-04,Net 30,8157.9
AP10814,Starlight Media,2024-08-23,2024-09-22,225.44,USD,Paid,2024-09-15,Net 30,178.1
AP10815,Fast Travel,2024-06-15,2024-07-15,12941.45,USD,Partial,,Net 30,10223.75
AP10816,TechFlow Solutions,2024-05-01,2024-05-31,14382.05,EUR,Paid,2024-05-11,Net 30,12224.74
AP10817,Apex Consulting,2024-08-05,2024-09-04,10540.62,EUR,Paid,2024-09-06,Net 30,8959.53
AP10818,Green Energy Co,2024-05-23,2024-06-22,8614.0,CAD,Partial,,Net 30,4996.12
AP10819,Global Office,2024-02-21,2024-03-22,12080.9,CAD,Paid,2024-03-24,Net 30,7006.92
AP10820,Green Energy Co,2024-04-10,2024-05-10,14391.3,USD,Paid,2024-05-10,Net 30,11369.13
AP10821,BluePrints,2024-03-31,2024-04-30,2103.63,CAD,Partial,,Net 30,1220.11
AP10822,Nexus Logistics,2024-09-06,2024-10-06,8475.86,CAD,Open,,Net 30,4916.0
AP10823,Green Energy Co,2024-02-20,2024-03-21,994.54,EUR,Paid,2024-03-22,Net 30,845.36
AP10824,Fast Travel,2024-08-18,2024-09-17,3970.56,EUR,Partial,,Net 30,3374.98
AP10825,Starlight Media,2024-05-11,2024-06-10,6235.24,EUR,Partial,,Net 30,5299.95
AP10826,Titan Manufacturing,2024-04-11,2024-05-11,9783.0,CAD,Open,,Net 30,5674.14
AP10827,TechFlow Solutions,2024-06-30,2024-07-30,7705.62,AUD,Open,,Net 30,4006.92
AP10828,Green Energy Co,2024-11-10,2024-12-10,9512.51,USD,Open,,Net 30,7514.88
AP10829,Nexus Logistics,2024-08-03,2024-09-02,8617.4,GBP,Open,,Net 30,8617.4
AP10830,ABC Supplies,2024-06-24,2024-07-24,4821.49,EUR,Partial,,Net 30,4098.27
AP10831,TechFlow Solutions,2024-11-05,2024-12-05,4141.6,AUD,Paid,2024-12-03,Net 30,2153.63
AP10832,Titan Manufacturing,2024-09-23,2024-10-23,6268.44,USD,Open,,Net 30,4952.07
AP10833,ABC Supplies,2024-04-30,2024-05-30,14112.52,GBP,Open,,Net 30,14112.52
AP10834,ABC Supplies,2024-07-22,2024-08-21,1050.51,AUD,Partial,,Net 30,546.27
AP10835,BluePrints,2024-01-14,2024-02-13,7907.34,GBP,Open,,Net 30,7907.34
AP10836,TechFlow Solutions,2024-11-12,2024-12-12,9857.01,AUD,Paid,2024-11-24,Net 30,5125.65
AP10837,Global Office,2024-05-25,2024-06-24,1983.53,CAD,Open,,Net 30,1150.45
AP10838,BluePrints,2024-01-18,2024-02-17,12919.5,EUR,Paid,2024-02-06,Net 30,10981.57
AP10839,Starlight Media,2024-05-19,2024-06-18,2113.21,CAD,Open,,Net 30,1225.66
AP10840,Titan Manufacturing,2024-11-01,2024-12-01,11258.78,CAD,Paid,2024-11-22,Net 30,6530.09
AP10841,Starlight Media,2024-06-07,2024-07-07,7276.61,USD,Open,,Net 30,5748.52
AP10842,Apex Consulting,2024-06-06,2024-07-06,3971.12,EUR,Open,,Net 30,3375.45
AP10843,BluePrints,2024-09-24,2024-10-24,12734.4,EUR,Paid,2024-10-14,Net 30,10824.24
AP10844,Starlight Media,2024-01-05,2024-02-04,7429.78,AUD,Paid,2024-01-10,Net 30,3863.49
AP10845,Green Energy Co,2024-05-29,2024-06-28,11971.83,CAD,Paid,2024-06-09,Net 30,6943.66
AP10846,Green Energy Co,2024-10-14,2024-11-13,3823.45,AUD,Paid,2024-10-26,Net 30,1988.19
AP10847,TechFlow Solutions,2024-02-10,2024-03-11,3669.47,CAD,Partial,,Net 30,2128.29
AP10848,TechFlow Solutions,2024-05-25,2024-06-24,8025.97,EUR,Paid,2024-06-05,Net 30,6822.07
AP10849,Fast Travel,2024-04-03,2024-05-03,1744.31,AUD,Partial,,Net 30,907.04
AP10850,Apex Consulting,2024-05-19,2024-06-18,7430.74,EUR,Open,,Net 30,6316.13
AP10851,ABC Supplies,2024-01-26,2024-02-25,429.75,GBP,Paid,2024-02-08,Net 30,429.75
AP10852,ABC Supplies,2024-08-12,2024-09-11,3568.88,USD,Open,,Net 30,2819.42
AP10853,Apex Consulting,2024-04-21,2024-05-21,4742.49,AUD,Paid,2024-05-10,Net 30,2466.09
AP10854,BluePrints,2024-06-18,2024-07-18,11283.49,USD,Open,,Net 30,8913.96
AP10855,TechFlow Solutions,2024-07-19,2024-08-18,7105.19,USD,Paid,2024-08-19,Net 30,5613.1
AP10856,Green Energy Co,2024-01-07,2024-02-06,11545.37,USD,Paid,2024-02-05,Net 30,9120.84
AP10857,Apex Consulting,2024-05-06,2024-06-05,599.3,AUD,Partial,,Net 30,311.64
AP10858,Fast Travel,2024-09-23,2024-10-23,3205.86,AUD,Partial,,Net 30,1667.05
AP10859,TechFlow Solutions,2024-06-14,2024-07-14,10950.73,CAD,Partial,,Net 30,6351.42
AP10860,Fast Travel,2024-05-09,2024-06-08,4552.31,EUR,Open,,Net 30,3869.46
AP10861,Global Office,2024-02-27,2024-03-28,6569.01,GBP,Open,,Net 30,6569.01
AP10862,TechFlow Solutions,2024-10-26,2024-11-25,11858.24,GBP,Open,,Net 30,11858.24
AP10863,Titan Manufacturing,2024-12-19,2025-01-18,8983.56,EUR,Open,,Net 30,7636.03
AP10864,Global Office,2024-03-21,2024-04-20,10320.58,EUR,Partial,,Net 30,8772.49
AP10865,BluePrints,2024-01-31,2024-03-01,2393.38,CAD,Open,,Net 30,1388.16
AP10866,ABC Supplies,2024-09-06,2024-10-06,14726.97,EUR,Paid,2024-10-04,Net 30,12517.92
AP10867,Global Office,2024-01-11,2024-02-10,5436.7,USD,Paid,2024-02-13,Net 30,4294.99
AP10868,BluePrints,2024-09-05,2024-10-05,8429.47,CAD,Partial,,Net 30,4889.09
AP10869,Apex Consulting,2024-04-07,2024-05-07,8199.95,EUR,Partial,,Net 30,6969.96
AP10870,Apex Consulting,2024-05-20,2024-06-19,9020.33,CAD,Open,,Net 30,5231.79
AP10871,Fast Travel,2024-09-28,2024-10-28,4505.52,EUR,Partial,,Net 30,3829.69
AP10872,Nexus Logistics,2024-08-20,2024-09-19,-3226.33,AUD,Partial,,Net 30,-1677.69
AP10873,ABC Supplies,2024-01-10,2024-02-09,5524.72,CAD,Open,,Net 30,3204.34
AP10874,Nexus Logistics,2024-02-02,2024-03-03,8130.45,AUD,Open,,Net 30,4227.83
AP10875,Starlight Media,2024-12-15,2025-01-14,8316.87,CAD,Paid,2024-12-30,Net 30,4823.78
AP10876,Green Energy Co,2024-11-24,2024-12-24,1534.22,GBP,Open,,Net 30,1534.22
AP10877,ABC Supplies,2024-04-01,2024-05-01,3110.98,AUD,Open,,Net 30,1617.71
AP10878,Fast Travel,2024-01-17,2024-02-16,12560.86,AUD,Partial,,Net 30,6531.65
AP10879,Titan Manufacturing,2024-12-25,2025-01-24,831.38,USD,Partial,,Net 30,656.79
AP10880,Fast Travel,2024-01-07,2024-02-06,3210.2,AUD,Open,,Net 30,1669.3
AP10881,Apex Consulting,2024-11-23,2024-12-23,8414.5,AUD,Paid,2024-12-23,Net 30,4375.54
AP10882,BluePrints,2024-11-11,2024-12-11,705.73,GBP,Paid,2024-11-18,Net 30,705.73
AP10883,Global Office,2024-09-22,2024-10-22,10905.06,CAD,Paid,2024-10-03,Net 30,6324.93
AP10884,Global Office,2024-09-26,2024-10-26,8593.41,USD,Partial,,Net 30,6788.79
AP10885,Starlight Media,2024-07-31,2024-08-30,11517.62,CAD,Paid,2024-08-26,Net 30,6680.22
AP10886,Apex Consulting,2024-12-25,2025-01-24,13254.08,USD,Open,,Net 30,10470.72
AP10887,Starlight Media,2024-07-24,2024-08-23,9897.23,CAD,Partial,,Net 30,5740.39
AP10888,Apex Consulting,2024-06-29,2024-07-29,8296.21,EUR,Paid,2024-07-17,Net 30,7051.78
AP10889,Green Energy Co,2024-06-14,2024-07-14,8490.86,USD,Paid,2024-07-13,Net 30,6707.78
AP10890,Starlight Media,2024-05-10,2024-06-09,6840.81,AUD,Open,,Net 30,3557.22
AP10891,BluePrints,2024-05-25,2024-06-24,7812.38,EUR,Open,,Net 30,6640.52
AP10892,TechFlow Solutions,2024-04-23,2024-05-23,4792.08,EUR,Partial,,Net 30,4073.27
AP10893,Starlight Media,2024-10-11,2024-11-10,8617.02,GBP,Open,,Net 30,8617.02
AP10894,Apex Consulting,2024-07-01,2024-07-31,4048.32,CAD,Open,,Net 30,2348.03
AP10895,Global Office,2024-05-11,2024-06-10,1469.39,AUD,Partial,,Net 30,764.08
AP10896,Global Office,2024-02-09,2024-03-10,11914.27,USD,Paid,2024-03-11,Net 30,9412.27
AP10897,Titan Manufacturing,2024-02-18,2024-03-19,4575.86,CAD,Paid,2024-02-25,Net 30,2654.0
AP10898,BluePrints,2024-06-20,2024-07-20,12275.41,AUD,Open,,Net 30,6383.21
AP10899,Global Office,2024-11-30,2024-12-30,13936.93,AUD,Open,,Net 30,7247.2
AP10900,TechFlow Solutions,2024-09-25,2024-10-25,-2745.66,USD,Paid,2024-10-16,Net 30,-2169.07
AP10901,Global Office,2024-03-19,2024-04-18,11000.52,AUD,Paid,2024-04-17,Net 30,5720.27
AP10902,Titan Manufacturing,2024-10-21,2024-11-20,3409.08,EUR,Paid,2024-10-30,Net 30,2897.72
AP10903,ABC Supplies,2024-06-21,2024-07-21,8614.46,GBP,Partial,,Net 30,8614.46
AP10904,Green Energy Co,2024-05-14,2024-06-13,7577.16,USD,Open,,Net 30,5985.96
AP10905,Apex Consulting,2024-10-13,2024-11-12,5990.25,CAD,Open,,Net 30,3474.34
AP10906,Starlight Media,2024-11-11,2024-12-11,7911.29,USD,Open,,Net 30,6249.92
AP10907,TechFlow Solutions,2024-08-08,2024-09-07,13869.66,GBP,Open,,Net 30,13869.66
AP10908,Green Energy Co,2024-08-04,2024-09-03,2938.3,EUR,Partial,,Net 30,2497.56
AP10909,BluePrints,2024-06-05,2024-07-05,5310.77,AUD,Partial,,Net 30,2761.6
AP10910,ABC Supplies,2024-08-13,2024-09-12,-4109.04,USD,Partial,,Net 30,-3246.14
AP10911,Nexus Logistics,2024-03-20,2024-04-19,12806.19,GBP,Partial,,Net 30,12806.19
AP10912,BluePrints,2024-05-04,2024-06-03,13908.27,EUR,Open,,Net 30,11822.03
AP10913,Nexus Logistics,2024-12-21,2025-01-20,4646.26,AUD,Open,,Net 30,2416.06
AP10914,Nexus Logistics,2024-04-17,2024-05-17,3256.94,CAD,Partial,,Net 30,1889.03
AP10915,TechFlow Solutions,2024-10-07,2024-11-06,10975.86,USD,Partial,,Net 30,8670.93
AP10916,BluePrints,2024-07-11,2024-08-10,9986.57,GBP,Paid,2024-07-21,Net 30,9986.57
AP10917,BluePrints,2024-05-25,2024-06-24,10478.25,EUR,Open,,Net 30,8906.51
AP10918,Apex Consulting,2024-12-01,2024-12-31,1092.31,EUR,Partial,,Net 30,928.46
AP10919,Nexus Logistics,2024-02-25,2024-03-26,-4350.31,AUD,Open,,Net 30,-2262.16
AP10920,Green Energy Co,2024-09-17,2024-10-17,1584.1,EUR,Paid,2024-10-19,Net 30,1346.48
AP10921,Titan Manufacturing,2024-09-29,2024-10-29,3063.24,AUD,Partial,,Net 30,1592.88
AP10922,BluePrints,2024-01-21,2024-02-20,7988.29,EUR,Paid,2024-02-07,Net 30,6790.05
AP10923,ABC Supplies,2024-01-10,2024-02-09,5343.5,EUR,Open,,Net 30,4541.97
AP10924,Starlight Media,2024-05-21,2024-06-20,9424.31,AUD,Open,,Net 30,4900.64
AP10925,Starlight Media,2024-05-23,2024-06-22,5192.61,AUD,Partial,,Net 30,2700.16
AP10926,ABC Supplies,2024-02-14,2024-03-15,7858.7,CAD,Partial,,Net 30,4558.05
AP10927,Global Office,2024-08-01,2024-08-31,2375.96,EUR,Partial,,Net 30,2019.57
AP10928,Nexus Logistics,2024-08-17,2024-09-16,3180.68,USD,Partial,,Net 30,2512.74
AP10929,Starlight Media,2024-12-16,2025-01-15,12952.56,EUR,Partial,,Net 30,11009.68
AP10930,Starlight Media,2024-03-10,2024-04-09,13644.13,USD,Partial,,Net 30,10778.86
AP10931,Titan Manufacturing,2024-03-21,2024-04-20,8404.37,GBP,Open,,Net 30,8404.37
AP10932,Nexus Logistics,2024-03-15,2024-04-14,11504.98,AUD,Paid,2024-03-29,Net 30,5982.59
AP10933,Apex Consulting,2024-11-22,2024-12-22,4179.56,USD,Open,,Net 30,3301.85
AP10934,ABC Supplies,2024-04-04,2024-05-04,-4931.18,CAD,Paid,2024-04-28,Net 30,-2860.08
AP10935,Titan Manufacturing,2024-11-09,2024-12-09,3559.52,GBP,Paid,2024-11-16,Net 30,3559.52
AP10936,Apex Consulting,2024-03-09,2024-04-08,9110.21,EUR,Open,,Net 30,7743.68
AP10937,Green Energy Co,2024-09-08,2024-10-08,2540.42,USD,Open,,Net 30,2006.93
AP10938,Green Energy Co,2024-01-08,2024-02-07,14257.95,USD,Partial,,Net 30,11263.78
AP10939,Global Office,2024-04-14,2024-05-14,13913.84,AUD,Partial,,Net 30,7235.2
AP10940,Apex Consulting,2024-12-18,2025-01-17,6917.42,USD,Paid,2025-01-04,Net 30,5464.76
AP10941,BluePrints,2024-11-07,2024-12-07,5767.58,EUR,Paid,2024-12-01,Net 30,4902.44
AP10942,Titan Manufacturing,2024-10-31,2024-11-30,9656.77,GBP,Partial,,Net 30,9656.77
AP10943,Fast Travel,2024-08-19,2024-09-18,13178.73,USD,Partial,,Net 30,10411.2
AP10944,Starlight Media,2024-07-21,2024-08-20,684.85,AUD,Partial,,Net 30,356.12
AP10945,BluePrints,2024-04-07,2024-05-07,6030.79,EUR,Paid,2024-04-26,Net 30,5126.17
AP10946,ABC Supplies,2024-08-04,2024-09-03,13793.59,CAD,Open,,Net 30,8000.28
AP10947,Apex Consulting,2024-11-26,2024-12-26,10867.44,GBP,Open,,Net 30,10867.44
AP10948,Titan Manufacturing,2024-12-22,2025-01-21,5956.69,EUR,Paid,2024-12-27,Net 30,5063.19
AP10949,ABC Supplies,2024-08-20,2024-09-19,10718.25,USD,Paid,2024-08-27,Net 30,8467.42
AP10950,TechFlow Solutions,2024-06-14,2024-07-14,13616.72,USD,Partial,,Net 30,10757.21
AP10951,Fast Travel,2024-02-16,2024-03-17,6796.04,EUR,Open,,Net 30,5776.63
AP10952,Starlight Media,2024-12-28,2025-01-27,11886.89,CAD,Partial,,Net 30,6894.4
AP10953,ABC Supplies,2024-07-12,2024-08-11,754.2,USD,Paid,2024-08-04,Net 30,595.82
AP10954,ABC Supplies,2024-03-24,2024-04-23,2765.11,GBP,Paid,2024-04-07,Net 30,2765.11
AP10955,TechFlow Solutions,2024-08-16,2024-09-15,2792.37,USD,Open,,Net 30,2205.97
AP10956,BluePrints,2024-11-14,2024-12-14,281.9,AUD,Paid,2024-12-06,Net 30,146.59
AP10957,BluePrints,2024-11-07,2024-12-07,3644.39,CAD,Partial,,Net 30,2113.75
AP10958,Apex Consulting,2024-08-20,2024-09-19,1283.13,CAD,Open,,Net 30,744.22
AP10959,Global Office,2024-10-07,2024-11-06,9466.67,USD,Open,,Net 30,7478.67
AP10960,ABC Supplies,2024-03-16,2024-04-15,5300.4,USD,Open,,Net 30,4187.32
AP10961,Titan Manufacturing,2024-11-04,2024-12-04,13813.73,GBP,Open,,Net 30,13813.73
AP10962,Green Energy Co,2024-04-01,2024-05-01,4337.27,CAD,Partial,,Net 30,2515.62
AP10963,Starlight Media,2024-03-31,2024-04-30,11265.09,EUR,Open,,Net 30,9575.33
AP10964,Fast Travel,2024-06-02,2024-07-02,13473.19,GBP,Paid,2024-07-03,Net 30,13473.19
AP10965,Starlight Media,2024-02-03,2024-03-04,2104.73,EUR,Paid,2024-02-24,Net 30,1789.02
AP10966,Green Energy Co,2024-09-25,2024-10-25,3214.86,GBP,Open,,Net 30,3214.86
AP10967,Titan Manufacturing,2024-11-18,2024-12-18,1406.28,CAD,Partial,,Net 30,815.64
AP10968,TechFlow Solutions,2024-08-06,2024-09-05,4815.68,CAD,Partial,,Net 30,2793.09
AP10969,Titan Manufacturing,2024-06-30,2024-07-30,9252.92,AUD,Partial,,Net 30,4811.52
AP10970,Apex Consulting,2024-09-09,2024-10-09,13266.59,USD,Partial,,Net 30,10480.61
AP10971,TechFlow Solutions,2024-04-09,2024-05-09,-217.54,GBP,Partial,,Net 30,-217.54
AP10972,Global Office,2024-11-11,2024-12-11,6269.21,EUR,Paid,2024-12-03,Net 30,5328.83
AP10973,Global Office,2024-01-06,2024-02-05,10381.25,EUR,Open,,Net 30,8824.06
AP10974,TechFlow Solutions,2024-06-02,2024-07-02,4926.47,GBP,Open,,Net 30,4926.47
AP10975,Nexus Logistics,2024-06-23,2024-07-23,8576.93,GBP,Open,,Net 30,8576.93
AP10976,Global Office,2024-06-18,2024-07-18,13841.97,AUD,Paid,2024-07-18,Net 30,7197.82
AP10977,BluePrints,2024-11-26,2024-12-26,2415.26,AUD,Partial,,Net 30,1255.94
AP10978,Nexus Logistics,2024-08-24,2024-09-23,6267.9,GBP,Partial,,Net 30,6267.9
AP10979,TechFlow Solutions,2024-10-16,2024-11-15,4800.99,CAD,Open,,Net 30,2784.57
AP10980,Global Office,2024-10-22,2024-11-21,12013.08,EUR,Open,,Net 30,10211.12
AP10981,ABC Supplies,2024-05-23,2024-06-22,5153.37,AUD,Partial,,Net 30,2679.75
AP10982,Starlight Media,2024-03-25,2024-04-24,5904.54,CAD,Open,,Net 30,3424.63
AP10983,TechFlow Solutions,2024-12-27,2025-01-26,10676.62,EUR,Paid,2025-01-03,Net 30,9075.13
AP10984,Apex Consulting,2024-05-01,2024-05-31,12458.92,EUR,Open,,Net 30,10590.08
AP10985,Starlight Media,2024-06-03,2024-07-03,5675.81,GBP,Open,,Net 30,5675.81
AP10986,Fast Travel,2024-08-15,2024-09-14,12005.48,CAD,Open,,Net 30,6963.18
AP10987,Global Office,2024-06-23,2024-07-23,11013.37,CAD,Paid,2024-07-22,Net 30,6387.75
AP10988,Nexus Logistics,2024-03-14,2024-04-13,1563.95,CAD,Partial,,Net 30,907.09
AP10989,ABC Supplies,2024-04-15,2024-05-15,6944.59,CAD,Open,,Net 30,4027.86
AP10990,BluePrints,2024-06-08,2024-07-08,10337.08,CAD,Open,,Net 30,5995.51
AP10991,Nexus Logistics,2024-08-27,2024-09-26,1636.23,EUR,Open,,Net 30,1390.8
AP10992,Titan Manufacturing,2024-06-08,2024-07-08,3226.7,USD,Open,,Net 30,2549.09
AP10993,TechFlow Solutions,2024-05-21,2024-06-20,11614.53,GBP,Paid,2024-05-30,Net 30,11614.53
AP10994,ABC Supplies,2024-05-20,2024-06-19,14378.64,CAD,Partial,,Net 30,8339.61
AP10995,Fast Travel,2024-04-15,2024-05-15,8285.55,EUR,Open,,Net 30,7042.72
AP10996,TechFlow Solutions,2024-10-20,2024-11-19,1161.52,CAD,Paid,2024-11-11,Net 30,673.68
AP10997,Apex Consulting,2024-01-26,2024-02-25,7113.96,GBP,Open,,Net 30,7113.96
AP10998,Green Energy Co,2024-01-28,2024-02-27,5939.56,CAD,Partial,,Net 30,3444.94
AP10999,Apex Consulting,2024-11-11,2024-12-11,5051.75,USD,Partial,,Net 30,3990.88
